1,503.4269,212.9289,19.4818,44.5123,0.72981501
1,368.0122,205.4384,20.2762,41.2560,0.24894017
2,527.9897,224.0694,22.1158,51.3117,0.78801179
3,562.4708,233.5479,23.2133,55.0435,0.79555005
5,61.9205,202.4451,27.2428,63.8973,0.02658990
6,476.5732,210.3316,26.4927,65.4148,0.03121818
8,369.6630,204.0736,18.7331,36.8974,0.09141820
9,581.1921,229.1479,29.0011,69.4622,0.03616248
10,410.7443,210.2817,20.7974,45.0248,0.02300107
11,405.7610,213.6450,19.7173,42.8947,0.69842440
11,382.1122,211.0483,19.3514,43.1008,0.21598431
11,373.7369,211.7753,17.3790,36.5091,0.01161490
12,434.1794,214.2416,16.9780,37.0072,0.66587549
12,402.4173,216.3598,15.2412,29.2238,0.55460060
12,419.7618,213.8986,15.7769,35.4994,0.01077788
13,457.8130,211.4447,20.7529,43.1070,0.54080129
13,463.7276,207.1615,22.7856,49.6436,0.17067426
13,469.1460,207.7446,21.2709,51.3007,0.08060804
13,22.3986,206.4733,27.0191,55.7975,0.04695915
13,12.3566,209.1151,30.5189,51.3385,0.03746882
13,471.0061,199.4733,21.7048,52.2770,0.01566258
14,488.3732,214.9544,21.0656,46.1867,0.75433594
14,452.7030,211.4939,22.6910,47.4733,0.06844193
14,22.3362,208.7449,25.2674,49.8031,0.06159419
15,426.7496,211.5207,15.9748,31.1018,0.37654197
15,527.0006,214.8194,27.8734,59.7014,0.27459404
15,437.4062,212.2865,14.5179,30.1535,0.02515654
16,576.0929,227.1798,21.2993,46.5815,0.70168257
16,453.1421,202.3093,17.5198,36.3271,0.07686996
16,439.3363,203.5183,16.5773,34.8060,0.06587981
16,328.3757,211.5482,50.5829,36.2650,0.03226191
16,334.3960,209.2529,29.0303,34.1641,0.01596426
16,438.0361,210.6226,22.2610,50.4872,0.01258992
17,444.5252,204.8763,18.4545,39.3329,0.81598210
17,460.3315,204.1780,19.0960,41.2400,0.80282360
18,451.7060,216.7121,19.8312,43.5494,0.82410878
18,466.6124,216.1457,20.0273,42.9773,0.81577998
18,52.0738,208.9041,32.7381,49.8144,0.09516020
19,464.8163,216.8470,21.7711,46.2726,0.84515435
19,482.1534,215.7074,22.0777,47.3618,0.82872498
19,367.4024,218.3198,23.0087,44.8248,0.08424259
19,24.2482,201.7234,32.2191,51.0694,0.06402784
20,489.5074,219.2562,24.0847,52.0940,0.84121418
20,514.6846,218.2102,24.2623,52.2397,0.83898556
20,385.9532,215.7992,23.2498,45.9800,0.05005743
20,83.8959,207.7932,25.0320,47.3655,0.01732499
21,540.6906,215.2310,26.9418,62.7258,0.84639305
21,572.0945,214.0536,27.7346,63.5287,0.84493333
21,411.5225,209.9041,27.9782,58.1590,0.02842853
22,453.9435,213.4328,22.2875,48.7765,0.73463750
22,440.0125,214.5488,18.7889,38.9403,0.33801487
22,513.7736,216.0656,25.4489,60.5215,0.20815141
22,82.2882,209.9902,16.2319,29.6706,0.01231831
23,520.5219,207.3887,27.4062,69.3004,0.83075511
23,480.5683,210.2263,21.8241,50.1065,0.50195444
23,497.7902,211.6877,20.4032,47.6841,0.14824833
23,546.4084,199.0760,20.2452,46.2331,0.08229065
23,350.8306,205.2306,25.3087,37.4130,0.01466462
24,545.7415,212.2462,27.6635,64.0379,0.83535981
24,569.3828,211.8718,27.9141,64.6697,0.81185496
24,613.6168,194.0652,22.4200,55.4869,0.28223306
24,335.7534,209.8707,19.8913,38.7941,0.23320024
24,384.9123,208.0554,23.5247,51.0351,0.08738262
24,427.5062,202.9126,25.7998,60.0159,0.02045741
25,326.4758,209.1179,20.6083,40.0784,0.76065999
