1,503.4456,213.1722,19.3911,43.0994,0.72186291
1,366.5276,204.8837,19.5544,41.7880,0.25525892
1,339.7467,207.6389,32.6098,34.9288,0.04080138
1,373.6881,205.1230,19.1874,41.9329,0.03388068
1,320.9472,204.1592,69.3553,42.3776,0.02083240
2,527.5942,223.8598,22.4360,51.6985,0.78076226
3,562.0905,233.7284,23.7654,56.0297,0.79932392
4,361.7624,215.9963,21.3559,49.9324,0.01419635
5,408.7610,209.1042,22.0967,50.3803,0.04642996
5,59.0485,202.2893,30.1493,69.1604,0.02080606
6,475.9437,209.3585,26.4280,66.4190,0.08727230
6,458.4332,209.3846,27.0900,65.0538,0.02457358
8,371.0909,203.6970,22.9507,44.0016,0.02271264
9,580.9194,232.2404,28.1881,62.2806,0.03833456
11,406.5417,213.7742,19.4605,40.8725,0.40228665
11,381.8855,209.3288,20.3668,45.2891,0.18125097
12,433.8791,214.8221,17.7307,36.4357,0.74568468
12,402.0880,216.2423,15.3090,28.3598,0.38136366
13,458.5267,212.3499,19.3001,40.5816,0.72504681
13,21.7672,205.7778,26.2796,55.9756,0.04630997
13,470.2532,217.6476,18.6583,39.7509,0.02006898
13,466.5310,215.1567,19.5394,40.2651,0.01710886
14,488.1653,215.0192,21.8781,45.6889,0.79410338
14,452.0752,211.7569,22.1863,44.7422,0.17035025
14,21.0595,206.4711,29.0430,53.7743,0.05996259
15,426.8402,211.3669,16.3185,32.3430,0.62554246
15,527.0924,217.3804,29.4209,61.9041,0.41005090
16,576.1381,226.6981,22.0981,46.2932,0.77102393
16,452.8006,201.9291,18.9432,37.7601,0.08624350
16,347.7183,215.5148,17.6725,27.3325,0.05468580
16,439.3596,204.0522,17.4398,34.4806,0.01327145
16,108.4489,209.0439,24.4527,51.3128,0.01292580
17,444.2088,204.3263,19.2200,40.4989,0.81295305
17,460.2413,204.1746,19.4528,40.7413,0.80618411
18,451.6421,216.7681,19.9245,43.8158,0.82649583
18,466.6683,216.6624,19.8514,42.7239,0.81909668
18,48.9068,204.4680,36.4442,55.8559,0.19923975
18,61.8509,208.7531,24.3362,41.8955,0.01658687
19,464.9016,216.7762,21.0668,46.3017,0.84436053
19,481.9915,215.5242,22.1179,47.0469,0.83718562
19,17.8323,201.0412,41.2466,50.2961,0.19788155
19,28.4381,202.2480,28.0932,46.8716,0.09900685
19,368.6124,218.4331,23.4313,44.8525,0.07832357
19,-3.3113,200.0711,67.5124,52.4532,0.06057787
20,513.9573,218.3157,24.1732,52.3381,0.85508126
20,489.4310,219.2752,24.1703,51.6227,0.85463941
20,388.1083,217.6049,21.0740,40.4302,0.20220372
20,84.5832,209.6371,24.0890,45.9758,0.04290148
20,-1.3886,193.9677,32.3805,56.5878,0.01030918
21,572.1619,213.7950,27.9418,64.3823,0.86403596
21,540.8274,214.8847,26.4924,62.8463,0.85716975
21,411.2239,211.4245,27.0959,56.2876,0.04442926
22,453.9364,213.0270,22.5731,48.7847,0.78414750
22,439.4472,215.1586,19.1628,39.2903,0.48028168
22,514.3408,214.7374,24.4946,55.9761,0.18222913
23,520.4558,207.9933,27.9391,69.2325,0.85001427
23,479.7183,210.5642,21.2596,49.2810,0.41870239
23,497.2791,210.7737,20.9266,49.0423,0.21933208
23,544.8516,198.4284,20.2457,44.3346,0.18177260
23,490.3799,211.0535,22.2704,50.2231,0.05753661
23,13.3806,204.0987,20.8853,43.3949,0.01814665
24,545.8761,211.5557,27.2186,64.0939,0.84811532
24,569.8289,212.5240,27.6509,63.2120,0.80723774
